,title,type,listed_in,director,country,rating,duration_value,duration_unit,release_year,date_added,added_year,added_month,added_day_of_month,added_week_day_number,added_week_day_name
13774,The Spy Next Door,Movie,Action & Adventure,Brian Levant,United States,PG,94,min,2010,2020-11-01,2020,11,1,6,sunday
13775,The Spy Next Door,Movie,Children & Family Movies,Brian Levant,United States,PG,94,min,2010,2020-11-01,2020,11,1,6,sunday
13776,The Spy Next Door,Movie,Comedies,Brian Levant,United States,PG,94,min,2010,2020-11-01,2020,11,1,6,sunday
13777,The Spy Who Fell to Earth,Movie,Documentaries,Thomas Meadmore,United Kingdom,TV-MA,94,min,2019,2019-04-05,2019,4,5,4,friday
13778,The Spy Who Fell to Earth,Movie,International Movies,Thomas Meadmore,United Kingdom,TV-MA,94,min,2019,2019-04-05,2019,4,5,4,friday
13779,The Stanford Prison Experiment,Movie,Dramas,Kyle Patrick Alvarez,United States,R,122,min,2015,2017-06-17,2017,6,17,5,saturday
13780,The Stanford Prison Experiment,Movie,Independent Movies,Kyle Patrick Alvarez,United States,R,122,min,2015,2017-06-17,2017,6,17,5,saturday
13781,The Stanford Prison Experiment,Movie,Thrillers,Kyle Patrick Alvarez,United States,R,122,min,2015,2017-06-17,2017,6,17,5,saturday
13782,The Student,Movie,Thrillers,Steven R. Monroe,United States,TV-14,90,min,2017,2019-03-15,2019,3,15,4,friday
13783,The Sunshine Makers,Movie,Documentaries,Cosmo Feilding-Mellen,United Kingdom,TV-MA,91,min,2015,2017-03-09,2017,3,9,3,thursday
13784,The Sunshine Makers,Movie,International Movies,Cosmo Feilding-Mellen,United Kingdom,TV-MA,91,min,2015,2017-03-09,2017,3,9,3,thursday
13785,The Super,Movie,Horror Movies,Stephan Rick,United States,R,89,min,2017,2019-02-16,2019,2,16,5,saturday
13786,The Surrounding Game,Movie,Documentaries,Will Lockhart,United States,TV-14,98,min,2018,2018-08-30,2018,8,30,3,thursday
13787,The Surrounding Game,Movie,Documentaries,Cole D. Pruitt,United States,TV-14,98,min,2018,2018-08-30,2018,8,30,3,thursday
13788,The Taking of Pelham 123,Movie,Action & Adventure,Tony Scott,United States,R,106,min,2009,2019-09-01,2019,9,1,6,sunday
13789,The Talented Mr. Ripley,Movie,Dramas,Anthony Minghella,United States,R,139,min,1999,2020-01-01,2020,1,1,2,wednesday
13790,The Talented Mr. Ripley,Movie,Thrillers,Anthony Minghella,United States,R,139,min,1999,2020-01-01,2020,1,1,2,wednesday
13791,The Texas Chainsaw Massacre,Movie,Cult Movies,Tobe Hooper,United States,R,83,min,1974,2019-10-22,2019,10,22,1,tuesday
13792,The Texas Chainsaw Massacre,Movie,Horror Movies,Tobe Hooper,United States,R,83,min,1974,2019-10-22,2019,10,22,1,tuesday
13793,The Texas Chainsaw Massacre,Movie,Independent Movies,Tobe Hooper,United States,R,83,min,1974,2019-10-22,2019,10,22,1,tuesday
13794,The Thief and the Imbecile,Movie,Dramas,Mohammed El-Tahawy,Egypt,TV-14,96,min,2013,2019-06-06,2019,6,6,3,thursday
13795,The Thief and the Imbecile,Movie,Dramas,Mohamed Mostafa,Egypt,TV-14,96,min,2013,2019-06-06,2019,6,6,3,thursday
13796,The Thief and the Imbecile,Movie,International Movies,Mohammed El-Tahawy,Egypt,TV-14,96,min,2013,2019-06-06,2019,6,6,3,thursday
13797,The Thief and the Imbecile,Movie,International Movies,Mohamed Mostafa,Egypt,TV-14,96,min,2013,2019-06-06,2019,6,6,3,thursday
13798,The Tiger Hunter,Movie,Comedies,Lena Khan,United States,TV-14,94,min,2016,2018-04-09,2018,4,9,0,monday
13799,The Tiger Hunter,Movie,Dramas,Lena Khan,United States,TV-14,94,min,2016,2018-04-09,2018,4,9,0,monday
13800,The Tiger Hunter,Movie,Independent Movies,Lena Khan,United States,TV-14,94,min,2016,2018-04-09,2018,4,9,0,monday
13801,The Tigers of Scotland,Movie,Documentaries,Leanne Gater,United Kingdom,TV-G,58,min,2017,2018-11-01,2018,11,1,3,thursday
13802,The Time Machine,Movie,Action & Adventure,Simon Wells,United States,PG-13,96,min,2002,2019-11-23,2019,11,23,5,saturday
13803,The Time Machine,Movie,Sci-Fi & Fantasy,Simon Wells,United States,PG-13,96,min,2002,2019-11-23,2019,11,23,5,saturday
13804,The Time Traveler's Wife,Movie,Dramas,Robert Schwentke,United States,PG-13,107,min,2009,2019-10-01,2019,10,1,1,tuesday
13805,The Time Traveler's Wife,Movie,Romantic Movies,Robert Schwentke,United States,PG-13,107,min,2009,2019-10-01,2019,10,1,1,tuesday
13806,The Time Traveler's Wife,Movie,Sci-Fi & Fantasy,Robert Schwentke,United States,PG-13,107,min,2009,2019-10-01,2019,10,1,1,tuesday
13807,The Tribes of Palos Verdes,Movie,Dramas,Brendan Malloy,United States,R,104,min,2017,2019-12-01,2019,12,1,6,sunday
13808,The Tribes of Palos Verdes,Movie,Dramas,Emmett Malloy,United States,R,104,min,2017,2019-12-01,2019,12,1,6,sunday
13809,The Tribes of Palos Verdes,Movie,Independent Movies,Brendan Malloy,United States,R,104,min,2017,2019-12-01,2019,12,1,6,sunday
13810,The Tribes of Palos Verdes,Movie,Independent Movies,Emmett Malloy,United States,R,104,min,2017,2019-12-01,2019,12,1,6,sunday
13811,The Tribes of Palos Verdes,Movie,Sports Movies,Brendan Malloy,United States,R,104,min,2017,2019-12-01,2019,12,1,6,sunday
13812,The Tribes of Palos Verdes,Movie,Sports Movies,Emmett Malloy,United States,R,104,min,2017,2019-12-01,2019,12,1,6,sunday
13813,The Trigger Effect,Movie,Thrillers,David Koepp,United States,R,94,min,1996,2018-01-01,2018,1,1,0,monday
13814,The Trip to Spain,Movie,Comedies,Michael Winterbottom,United Kingdom,TV-MA,108,min,2016,2017-12-12,2017,12,12,1,tuesday
13815,The Trust,Movie,Thrillers,Ben Brewer,United States,R,91,min,2015,2019-04-01,2019,4,1,0,monday
13816,The Trust,Movie,Thrillers,Alex Brewer,United States,R,91,min,2015,2019-04-01,2019,4,1,0,monday
13817,The Truth About Alcohol,Movie,Documentaries,David Briggs,United Kingdom,TV-14,58,min,2016,2017-08-01,2017,8,1,1,tuesday
13818,The Truth About Alcohol,Movie,International Movies,David Briggs,United Kingdom,TV-14,58,min,2016,2017-08-01,2017,8,1,1,tuesday
13819,The Tuxedo,Movie,Action & Adventure,Kevin Donovan,United States,PG-13,99,min,2002,2019-11-01,2019,11,1,4,friday
13820,The Tuxedo,Movie,Comedies,Kevin Donovan,United States,PG-13,99,min,2002,2019-11-01,2019,11,1,4,friday
13821,The Ugly Truth,Movie,Comedies,Robert Luketic,United States,R,96,min,2009,2019-04-25,2019,4,25,3,thursday
13822,The Ugly Truth,Movie,Romantic Movies,Robert Luketic,United States,R,96,min,2009,2019-04-25,2019,4,25,3,thursday
13823,The Unborn Child,Movie,Horror Movies,Poj Arnon,Thailand,TV-MA,93,min,2011,2018-07-30,2018,7,30,0,monday
13824,The Unborn Child,Movie,International Movies,Poj Arnon,Thailand,TV-MA,93,min,2011,2018-07-30,2018,7,30,0,monday
13825,The Unknown Girl,Movie,Dramas,Jean-Pierre Dardenne,Belgium,TV-MA,106,min,2016,2017-12-12,2017,12,12,1,tuesday
13826,The Unknown Girl,Movie,Dramas,Luc Dardenne,Belgium,TV-MA,106,min,2016,2017-12-12,2017,12,12,1,tuesday
13827,The Unknown Girl,Movie,International Movies,Jean-Pierre Dardenne,Belgium,TV-MA,106,min,2016,2017-12-12,2017,12,12,1,tuesday
13828,The Unknown Girl,Movie,International Movies,Luc Dardenne,Belgium,TV-MA,106,min,2016,2017-12-12,2017,12,12,1,tuesday
13829,The Unknown Known,Movie,Documentaries,Errol Morris,United States,PG-13,103,min,2013,2019-02-22,2019,2,22,4,friday
13830,The Vatican Tapes,Movie,Horror Movies,Mark Neveldine,United States,PG-13,91,min,2015,2020-04-20,2020,4,20,0,monday
13831,The Vatican Tapes,Movie,Thrillers,Mark Neveldine,United States,PG-13,91,min,2015,2020-04-20,2020,4,20,0,monday
13832,The Vietnam War: A Film by Ken Burns and Lynn Novick,TV Show,Docuseries,Ken Burns,United States,TV-MA,1,Season,2017,2018-06-20,2018,6,20,2,wednesday
13833,The Vietnam War: A Film by Ken Burns and Lynn Novick,TV Show,Docuseries,Lynn Novick,United States,TV-MA,1,Season,2017,2018-06-20,2018,6,20,2,wednesday
13834,The Walls of the Moon,Movie,Action & Adventure,Ossama Abu El Atta,Egypt,TV-14,98,min,2015,2019-04-18,2019,4,18,3,thursday
13835,The Walls of the Moon,Movie,Action & Adventure,Tarek Al Eryan,Egypt,TV-14,98,min,2015,2019-04-18,2019,4,18,3,thursday
13836,The Walls of the Moon,Movie,Dramas,Ossama Abu El Atta,Egypt,TV-14,98,min,2015,2019-04-18,2019,4,18,3,thursday
13837,The Walls of the Moon,Movie,Dramas,Tarek Al Eryan,Egypt,TV-14,98,min,2015,2019-04-18,2019,4,18,3,thursday
13838,The Walls of the Moon,Movie,International Movies,Ossama Abu El Atta,Egypt,TV-14,98,min,2015,2019-04-18,2019,4,18,3,thursday
13839,The Walls of the Moon,Movie,International Movies,Tarek Al Eryan,Egypt,TV-14,98,min,2015,2019-04-18,2019,4,18,3,thursday
13840,The Water Diviner,Movie,Dramas,Russell Crowe,Australia,R,111,min,2014,2019-10-07,2019,10,7,0,monday
13841,The Water Diviner,Movie,International Movies,Russell Crowe,Australia,R,111,min,2014,2019-10-07,2019,10,7,0,monday
13842,The Water Horse: Legend of the Deep,Movie,Children & Family Movies,Jay Russell,New Zealand,PG,112,min,2007,2018-11-01,2018,11,1,3,thursday
13843,The Waterboy,Movie,Comedies,Frank Coraci,United States,PG-13,90,min,1998,2017-03-08,2017,3,8,2,wednesday
13844,The Waterboy,Movie,Sports Movies,Frank Coraci,United States,PG-13,90,min,1998,2017-03-08,2017,3,8,2,wednesday
13845,The Wedding Curse,Movie,Horror Movies,Chito S. Roño,Philippines,TV-PG,101,min,2006,2019-03-21,2019,3,21,3,thursday
13846,The Wedding Curse,Movie,International Movies,Chito S. Roño,Philippines,TV-PG,101,min,2006,2019-03-21,2019,3,21,3,thursday
13847,The Wedding Party 2: Destination Dubai,Movie,Comedies,Niyi Akinmolayan,Nigeria,TV-14,98,min,2017,2019-09-21,2019,9,21,5,saturday
13848,The Wedding Party 2: Destination Dubai,Movie,International Movies,Niyi Akinmolayan,Nigeria,TV-14,98,min,2017,2019-09-21,2019,9,21,5,saturday
13849,The Wedding Party 2: Destination Dubai,Movie,Romantic Movies,Niyi Akinmolayan,Nigeria,TV-14,98,min,2017,2019-09-21,2019,9,21,5,saturday
13850,The Witch,Movie,Horror Movies,Robert Eggers,United Kingdom,R,92,min,2015,2018-09-17,2018,9,17,0,monday
13851,The Witch,Movie,Independent Movies,Robert Eggers,United Kingdom,R,92,min,2015,2018-09-17,2018,9,17,0,monday
13852,The Witch Files,Movie,Horror Movies,Kyle Rankin,United States,TV-14,88,min,2018,2019-02-01,2019,2,1,4,friday
13853,The Witch Files,Movie,Thrillers,Kyle Rankin,United States,TV-14,88,min,2018,2019-02-01,2019,2,1,4,friday
13854,The Women Who Kill Lions,Movie,Documentaries,Neil Rawles,United Kingdom,TV-MA,47,min,2016,2017-08-01,2017,8,1,1,tuesday
13855,The Women Who Kill Lions,Movie,International Movies,Neil Rawles,United Kingdom,TV-MA,47,min,2016,2017-08-01,2017,8,1,1,tuesday
13856,The Women's Balcony,Movie,Comedies,Emil Ben-Shimon,Israel,TV-PG,100,min,2016,2017-12-19,2017,12,19,1,tuesday
13857,The Women's Balcony,Movie,Dramas,Emil Ben-Shimon,Israel,TV-PG,100,min,2016,2017-12-19,2017,12,19,1,tuesday
13858,The Women's Balcony,Movie,Faith & Spirituality,Emil Ben-Shimon,Israel,TV-PG,100,min,2016,2017-12-19,2017,12,19,1,tuesday
13859,The Workshop,Movie,Dramas,Laurent Cantet,France,TV-MA,114,min,2017,2018-11-10,2018,11,10,5,saturday
13860,The Workshop,Movie,International Movies,Laurent Cantet,France,TV-MA,114,min,2017,2018-11-10,2018,11,10,5,saturday
13861,The World Is Not Enough,Movie,Action & Adventure,Michael Apted,United Kingdom,PG-13,128,min,1999,2019-12-31,2019,12,31,1,tuesday
13862,The World's Most Wanted Animal,Movie,Documentaries,Victoria Bromley,United Kingdom,TV-PG,53,min,2018,2019-04-01,2019,4,1,0,monday
13863,The Wrong Babysitter,Movie,Thrillers,George Mendeluk,Canada,TV-14,89,min,2017,2019-06-18,2019,6,18,1,tuesday
13864,The Young Offenders,Movie,Comedies,Peter Foott,Ireland,TV-MA,83,min,2016,2017-03-09,2017,3,9,3,thursday
13865,The Young Offenders,Movie,International Movies,Peter Foott,Ireland,TV-MA,83,min,2016,2017-03-09,2017,3,9,3,thursday
13866,The Young Vagabond,Movie,Action & Adventure,Sze Yu Lau,Hong Kong,TV-14,85,min,1985,2018-08-16,2018,8,16,3,thursday
13867,The Young Vagabond,Movie,Comedies,Sze Yu Lau,Hong Kong,TV-14,85,min,1985,2018-08-16,2018,8,16,3,thursday
13868,The Young Vagabond,Movie,International Movies,Sze Yu Lau,Hong Kong,TV-14,85,min,1985,2018-08-16,2018,8,16,3,thursday
13869,Theater of Life,Movie,Documentaries,Peter Svatek,Canada,TV-PG,94,min,2016,2017-07-18,2017,7,18,1,tuesday
13870,Theeram,Movie,Dramas,Saheed Arafath,India,TV-14,104,min,2017,2018-07-01,2018,7,1,6,sunday
13871,Theeram,Movie,International Movies,Saheed Arafath,India,TV-14,104,min,2017,2018-07-01,2018,7,1,6,sunday
13872,Theeram,Movie,Romantic Movies,Saheed Arafath,India,TV-14,104,min,2017,2018-07-01,2018,7,1,6,sunday
13873,"Thelonious Monk: Straight, No Chaser",Movie,Documentaries,Charlotte Zwerin,United States,PG-13,89,min,1988,2019-11-01,2019,11,1,4,friday
13874,"Thelonious Monk: Straight, No Chaser",Movie,Music & Musicals,Charlotte Zwerin,United States,PG-13,89,min,1988,2019-11-01,2019,11,1,4,friday
13875,Theo Who Lived,Movie,Documentaries,David Shisgall,United States,TV-14,86,min,2016,2016-12-16,2016,12,16,4,friday
13876,This Is Not What I Expected,Movie,Comedies,Derek Hui,China,TV-PG,107,min,2017,2017-10-14,2017,10,14,5,saturday
13877,This Is Not What I Expected,Movie,International Movies,Derek Hui,China,TV-PG,107,min,2017,2017-10-14,2017,10,14,5,saturday
13878,This Is Not What I Expected,Movie,Romantic Movies,Derek Hui,China,TV-PG,107,min,2017,2017-10-14,2017,10,14,5,saturday
13879,This Was Tomorrow,Movie,Documentaries,Wim Bonte,Belgium,NR,77,min,2015,2015-12-15,2015,12,15,1,tuesday
13880,This Was Tomorrow,Movie,International Movies,Wim Bonte,Belgium,NR,77,min,2015,2015-12-15,2015,12,15,1,tuesday
13881,This Was Tomorrow,Movie,Music & Musicals,Wim Bonte,Belgium,NR,77,min,2015,2015-12-15,2015,12,15,1,tuesday
13882,Thithi,Movie,Dramas,Raam Reddy,India,TV-MA,123,min,2015,2017-03-09,2017,3,9,3,thursday
13883,Thithi,Movie,Independent Movies,Raam Reddy,India,TV-MA,123,min,2015,2017-03-09,2017,3,9,3,thursday
13884,Thithi,Movie,International Movies,Raam Reddy,India,TV-MA,123,min,2015,2017-03-09,2017,3,9,3,thursday
13885,Thong Dee Fun Khao,Movie,Action & Adventure,Bin Bunluerit,Thailand,TV-MA,122,min,2017,2018-01-15,2018,1,15,0,monday
13886,Thong Dee Fun Khao,Movie,International Movies,Bin Bunluerit,Thailand,TV-MA,122,min,2017,2018-01-15,2018,1,15,0,monday
13887,Thong Dee Fun Khao,Movie,Sports Movies,Bin Bunluerit,Thailand,TV-MA,122,min,2017,2018-01-15,2018,1,15,0,monday
13888,Thor: Ragnarok,Movie,Action & Adventure,Taika Waititi,United States,PG-13,131,min,2017,2018-06-05,2018,6,5,1,tuesday
13889,Thor: Ragnarok,Movie,Comedies,Taika Waititi,United States,PG-13,131,min,2017,2018-06-05,2018,6,5,1,tuesday
13890,Thor: Ragnarok,Movie,Sci-Fi & Fantasy,Taika Waititi,United States,PG-13,131,min,2017,2018-06-05,2018,6,5,1,tuesday
13891,Thor: Tales of Asgard,Movie,Children & Family Movies,Sam Liu,United States,TV-Y7,77,min,2011,2020-04-15,2020,4,15,2,wednesday
13892,Thorne: Scaredy Cat,Movie,Dramas,Benjamin Ross,United Kingdom,NR,125,min,2010,2016-11-02,2016,11,2,2,wednesday
13893,Thorne: Scaredy Cat,Movie,International Movies,Benjamin Ross,United Kingdom,NR,125,min,2010,2016-11-02,2016,11,2,2,wednesday
13894,Thorne: Sleepyhead,Movie,Dramas,Stephen Hopkins,United Kingdom,NR,125,min,2010,2016-11-02,2016,11,2,2,wednesday
13895,Thorne: Sleepyhead,Movie,International Movies,Stephen Hopkins,United Kingdom,NR,125,min,2010,2016-11-02,2016,11,2,2,wednesday
13896,Three,Movie,Action & Adventure,Johnnie To,Hong Kong,TV-MA,88,min,2016,2017-06-03,2017,6,3,5,saturday
13897,Three,Movie,International Movies,Johnnie To,Hong Kong,TV-MA,88,min,2016,2017-06-03,2017,6,3,5,saturday
13898,Thumper,Movie,Dramas,Jordan Ross,United States,TV-MA,93,min,2017,2018-02-05,2018,2,5,0,monday
13899,Thumper,Movie,Thrillers,Jordan Ross,United States,TV-MA,93,min,2017,2018-02-05,2018,2,5,0,monday
13900,Thunderbolt,Movie,Classic Movies,William Wyler,United States,TV-PG,42,min,1947,2017-03-31,2017,3,31,4,friday
13901,Thunderbolt,Movie,Classic Movies,John Sturges,United States,TV-PG,42,min,1947,2017-03-31,2017,3,31,4,friday
13902,Thunderbolt,Movie,Documentaries,William Wyler,United States,TV-PG,42,min,1947,2017-03-31,2017,3,31,4,friday
13903,Thunderbolt,Movie,Documentaries,John Sturges,United States,TV-PG,42,min,1947,2017-03-31,2017,3,31,4,friday
13904,Three-Quarters Decent,Movie,Comedies,Mohamed Hamdy,Egypt,TV-14,96,min,2010,2019-06-20,2019,6,20,3,thursday
13905,Three-Quarters Decent,Movie,Dramas,Mohamed Hamdy,Egypt,TV-14,96,min,2010,2019-06-20,2019,6,20,3,thursday
13906,Three-Quarters Decent,Movie,International Movies,Mohamed Hamdy,Egypt,TV-14,96,min,2010,2019-06-20,2019,6,20,3,thursday
13907,Tik Tok,Movie,Dramas,Li Jun,China,TV-14,108,min,2016,2017-07-01,2017,7,1,5,saturday
13908,Tik Tok,Movie,International Movies,Li Jun,China,TV-14,108,min,2016,2017-07-01,2017,7,1,5,saturday
13909,Tik Tok,Movie,Thrillers,Li Jun,China,TV-14,108,min,2016,2017-07-01,2017,7,1,5,saturday
13910,Tikli and Laxmi Bomb,Movie,Dramas,Aditya Kripalani,India,TV-MA,151,min,2017,2018-08-01,2018,8,1,2,wednesday
13911,Tikli and Laxmi Bomb,Movie,International Movies,Aditya Kripalani,India,TV-MA,151,min,2017,2018-08-01,2018,8,1,2,wednesday
13912,Time Please,Movie,Comedies,Sameer Vidwans,India,TV-14,125,min,2013,2018-01-01,2018,1,1,0,monday
13913,Time Please,Movie,Dramas,Sameer Vidwans,India,TV-14,125,min,2013,2018-01-01,2018,1,1,0,monday
13914,Time Please,Movie,International Movies,Sameer Vidwans,India,TV-14,125,min,2013,2018-01-01,2018,1,1,0,monday
13915,Tinker Bell and the Legend of the NeverBeast,Movie,Children & Family Movies,Steve Loter,United States,G,78,min,2014,2015-05-17,2015,5,17,6,sunday
13916,Tinker',Movie,Dramas,Sonny Marler,United States,TV-14,97,min,2018,2019-03-19,2019,3,19,1,tuesday
13917,Tinker',Movie,Independent Movies,Sonny Marler,United States,TV-14,97,min,2018,2019-03-19,2019,3,19,1,tuesday
13918,Tinker',Movie,Sci-Fi & Fantasy,Sonny Marler,United States,TV-14,97,min,2018,2019-03-19,2019,3,19,1,tuesday
13919,To Be a Miss,Movie,Documentaries,Edward Ellis,United States,TV-14,84,min,2016,2017-01-01,2017,1,1,6,sunday
13920,To Be a Miss,Movie,Documentaries,Flor Salcedo,United States,TV-14,84,min,2016,2017-01-01,2017,1,1,6,sunday
13921,To Be a Miss,Movie,Documentaries,Aaron Woolf,United States,TV-14,84,min,2016,2017-01-01,2017,1,1,6,sunday
13922,"To Wong Foo, Thanks for Everything! Julie Newmar",Movie,Comedies,Beeban Kidron,United States,PG-13,108,min,1995,2019-08-01,2019,8,1,3,thursday
13923,"To Wong Foo, Thanks for Everything! Julie Newmar",Movie,Cult Movies,Beeban Kidron,United States,PG-13,108,min,1995,2019-08-01,2019,8,1,3,thursday
13924,"To Wong Foo, Thanks for Everything! Julie Newmar",Movie,LGBTQ Movies,Beeban Kidron,United States,PG-13,108,min,1995,2019-08-01,2019,8,1,3,thursday
13925,Toast of London,TV Show,British TV Shows,Michael Cumming,United Kingdom,TV-MA,3,Seasons,2015,2017-09-01,2017,9,1,4,friday
13926,Toast of London,TV Show,Classic & Cult TV,Michael Cumming,United Kingdom,TV-MA,3,Seasons,2015,2017-09-01,2017,9,1,4,friday
13927,Toast of London,TV Show,TV Comedies,Michael Cumming,United Kingdom,TV-MA,3,Seasons,2015,2017-09-01,2017,9,1,4,friday
13928,Tokyo Idols,Movie,Documentaries,Kyoko Miyake,United Kingdom,TV-14,89,min,2017,2017-10-01,2017,10,1,6,sunday
13929,Tokyo Idols,Movie,International Movies,Kyoko Miyake,United Kingdom,TV-14,89,min,2017,2017-10-01,2017,10,1,6,sunday
13930,Tokyo Idols,Movie,Music & Musicals,Kyoko Miyake,United Kingdom,TV-14,89,min,2017,2017-10-01,2017,10,1,6,sunday
13931,Tomorrow Never Dies,Movie,Action & Adventure,Roger Spottiswoode,United Kingdom,PG-13,119,min,1997,2019-12-31,2019,12,31,1,tuesday
13932,Tremors 2: Aftershocks,Movie,Comedies,S.S. Wilson,United States,PG-13,100,min,1995,2020-01-01,2020,1,1,2,wednesday
13933,Tremors 2: Aftershocks,Movie,Horror Movies,S.S. Wilson,United States,PG-13,100,min,1995,2020-01-01,2020,1,1,2,wednesday
13934,Tremors 2: Aftershocks,Movie,Sci-Fi & Fantasy,S.S. Wilson,United States,PG-13,100,min,1995,2020-01-01,2020,1,1,2,wednesday
13935,Tope: The Bait,Movie,Dramas,Buddhadev Dasgupta,India,TV-14,87,min,2016,2018-03-01,2018,3,1,3,thursday
13936,Tope: The Bait,Movie,Independent Movies,Buddhadev Dasgupta,India,TV-14,87,min,2016,2018-03-01,2018,3,1,3,thursday
13937,Tope: The Bait,Movie,International Movies,Buddhadev Dasgupta,India,TV-14,87,min,2016,2018-03-01,2018,3,1,3,thursday
13938,Tortilla Soup,Movie,Comedies,Maria Ripoll,United States,PG-13,104,min,2001,2020-09-15,2020,9,15,1,tuesday
